分组,类别,名称,机构,语言,地区,读法,梯队,出口,每周条数,提供什么,本机核查,生产机核查,防护,入口地址,备用入口,备注,id
五、研发产业：产业媒体、药企与试验注册,药企新闻室,武田 Takeda 新闻稿,Takeda Pharmaceutical Company,en,JP,列表页,P1,直连,2,武田全球新闻稿：消化、神经与血液制品管线,page-ok,page-ok,,https://www.takeda.com/newsroom/newsreleases/,,endpoint 301 到 /newsroom/press-releases/（211 个日期，服务端渲染，是本批质量最好的企业列表页之一）。,takeda-press-releases
五、研发产业：产业媒体、药企与试验注册,药企新闻室,勃林格殷格翰 Boehringer Ingelheim 新闻,Boehringer Ingelheim,en,DE,列表页,P2,云端浏览器,1,勃林格殷格翰新闻稿：代谢、呼吸与动物保健,blocked,blocked,incapsula,https://www.boehringer-ingelheim.com/press-releases,,HTTP 200 但正文为 Incapsula 质询，属典型假 200。,boehringer-press-releases
五、研发产业：产业媒体、药企与试验注册,药企新闻室,莫德纳 Moderna 新闻,"Moderna, Inc.",en,US,开放接口,P1,直连,2,Moderna 新闻稿：mRNA 疫苗与肿瘤疫苗管线,api-ok,api-ok,,https://investors.modernatx.com/news/,,endpoint 302 到 news.modernatx.com，并对非浏览器客户端返回 JSON 外壳（verifier 判为 api-ok）；复测时同一 URL 也可能返回 HTML，解析器需同时兼容两种形态。,moderna-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,BioNTech 媒体室,BioNTech SE,en,DE,列表页,P2,直连,1,BioNTech 新闻稿：mRNA 肿瘤疫苗与合作管线,page-ok,page-ok,,https://www.biontech.com/int/en/home/media.html,,endpoint 301 到 mediaroom.html，HTTP 200、54 个日期但 verifier 因锚点数判为 failed —— 实际是渲染型页面。,biontech-mediaroom
五、研发产业：产业媒体、药企与试验注册,药企新闻室,福泰制药 Vertex 新闻稿,Vertex Pharmaceuticals,en,US,列表页,P2,暂无,1,Vertex 新闻稿：囊性纤维化、镰状细胞基因治疗与镇痛管线,failed,failed,,https://news.vrtx.com/press-releases,,本机三条路径全部不可用（h2 流被重置 / 403 / 404）。,vertex-press-releases
五、研发产业：产业媒体、药企与试验注册,药企新闻室,再生元 Regeneron 新闻室,Regeneron Pharmaceuticals,en,US,列表页,P2,暂无,1,再生元新闻稿：眼科、免疫与遗传医学管线,failed,failed,,https://newsroom.regeneron.com/,,,regeneron-newsroom
五、研发产业：产业媒体、药企与试验注册,药企新闻室,恒瑞医药 新闻,江苏恒瑞医药股份有限公司,zh,CN,列表页,P2,云端浏览器,2,恒瑞新闻与公告：创新药获批、授权出海与临床进展,failed,failed,,https://www.hengrui.com/,,HTTP 200 但无可解析条目，属假 200。,hengrui-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,百济神州 BeOne Medicines,BeOne Medicines（原 BeiGene 百济神州）,en,CN,列表页,P1,直连,2,公司新闻与管线进展（泽布替尼、替雷利珠单抗等）,page-ok,page-ok,,https://www.beonemedicines.com/,,公司 2025 年由 BeiGene 更名 BeOne Medicines，旧域名 beigene.com 的链接需要迁移；首页 page-ok（139 个锚点）。,beone-medicines-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,信达生物 Innovent,信达生物制药,zh,CN,列表页,P2,云端浏览器,2,信达新闻：PD-1、GLP-1 与生物类似药管线动态,failed,failed,,https://www.innoventbio.com/,,典型 SPA 站点，HTTP 200 但无内容。,innovent-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,君实生物 新闻资讯,上海君实生物医药科技股份有限公司,zh,CN,列表页,P1,直连,1,君实新闻：特瑞普利单抗等产品的注册、出海与临床进展,page-ok,page-ok,,http://www.junshipharma.com/news/,,http 入口 301 到 https；列表带 11 个日期，服务端渲染。,junshi-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,石药集团 CSPC,石药集团有限公司,zh,CN,列表页,P2,云端浏览器,1,石药新闻与公告：创新药获批、集采与授权交易,failed,failed,,https://www.cspc.com.hk/en/,,cspc.com.hk 根路径与 /en/ 均为极小的跳转壳。,cspc-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,中国生物制药 新闻中心,中国生物制药有限公司（正大天晴）,zh,CN,列表页,P1,直连,2,公司新闻：仿制与创新双线的获批、集采与合作,page-ok,page-ok,,https://www.sbpgroup.com/news-center/,,sinobiopharm.com 301 到 sbpgroup.com；新闻中心列表带 15 个日期。,sino-biopharm-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,翰森制药 Hansoh,翰森制药集团有限公司,zh,CN,列表页,P2,暂无,1,翰森新闻：创新药获批、License-out 与集采动态,failed,failed,,https://www.hansohpharma.com/,,两次探测均超时，未拿到任何响应。,hansoh-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,再鼎医药 Zai Lab,再鼎医药有限公司,en,CN,列表页,P1,云端浏览器,2,再鼎新闻：License-in 产品在华注册与商业化进展,page-ok,blocked,cloudflare,https://www.zailaboratory.com/,,首页即新闻列表（123 个日期）；ir.zailaboratory.com 的 Q4 feed 对本机连接异常。,zai-lab-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,和黄医药 HUTCHMED,HUTCHMED (China) Limited,en,CN,列表页,P2,暂无,1,和黄医药新闻：呋喹替尼等品种的全球注册与商业化,failed,failed,,https://www.hutchmed.com/media/,,两个域名在本机均不可用（超时 / SSL 证书问题）。,hutchmed-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,康方生物 公司新闻,康方生物医药有限公司,zh,CN,列表页,P1,直连,2,康方新闻：依沃西等双抗的临床数据与授权交易,page-ok,page-ok,,https://www.akesobio.com/cn/media/akeso-news/,,首页无日期，真正的新闻列表在 /cn/media/akeso-news/（12 个日期，服务端渲染）。,akeso-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,荣昌生物 新闻,荣昌生物制药（烟台）股份有限公司,zh,CN,列表页,P1,直连,1,荣昌新闻：泰它西普、维迪西妥单抗的临床与注册进展,page-ok,page-ok,,https://www.remegen.com/,,首页带 26 个日期，服务端渲染。,remegen-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,科伦博泰 新闻,四川科伦博泰生物医药股份有限公司,zh,CN,列表页,P1,直连,1,科伦博泰新闻：ADC 管线与默沙东合作进展,page-ok,page-ok,,https://www.kelun-biotech.com/,,首页带 29 个日期；响应约 4 秒。,kelun-biotech-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,传奇生物 Legend Biotech,Legend Biotech Corporation,en,CN,列表页,P1,直连,1,传奇生物新闻：西达基奥仑赛（CARVYKTI）的全球注册与产能,page-ok,page-ok,,https://www.legendbiotech.com/,,首页 page-ok（6 个日期）；投资者站 investors.legendbiotech.com 对本机连接异常。,legend-biotech-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,药明康德 新闻,无锡药明康德新药开发股份有限公司,zh,CN,列表页,P1,直连,2,药明康德新闻：CRDMO 业务、产能与政策影响（含生物安全法案相关表态）,page-ok,page-ok,,https://www.wuxiapptec.com/news,,列表带 108 个日期，服务端渲染（页面 444KB）。,wuxi-apptec-news
五、研发产业：产业媒体、药企与试验注册,药企新闻室,药明生物 新闻,药明生物技术有限公司,en,CN,列表页,P1,直连,2,药明生物新闻：生物药 CDMO 订单、产能与合作,page-ok,page-ok,,https://www.wuxibiologics.com/news/,,endpoint 301 到首页（19 个日期）；新闻子页需从首页链接进入。,wuxi-biologics-news
四、药物安全：安全通告、药物警戒与药学期刊,安全通告与药物警戒,国家药监局 药品说明书修订公告,国家药品监督管理局,zh,CN,列表页,P1,云端浏览器,1,「关于修订××说明书的公告」：国内说明书安全项修订的法定发布口,blocked,blocked,ruishu,https://www.nmpa.gov.cn/xxgk/ggtg/ypggtg/ypshmshxdgg/index.html,https://www.nmpa.gov.cn/xxgk/ggtg/ypggtg/ypqtggtg/index.html | https://www.cdr-adr.org.cn/drug_1/aqjs_1/,nmpa.gov.cn 全站对纯 GET 返回 HTTP 412 + 瑞数 JS 挑战（与 04-regulators 结论一致）。栏目 URL 已通过外部检索交叉确认（ypshmshxdgg = 药品说明书修订公告），但正文只能在渲染后读取。,nmpa-label-revision-announcements
四、药物安全：安全通告、药物警戒与药学期刊,安全通告与药物警戒,国家药监局 药品其他公告通告（含不良反应通报）,国家药品监督管理局,zh,CN,列表页,P1,云端浏览器,2,药品不良反应信息通报、处方药转非处方药、风险控制措施等公告,blocked,blocked,ruishu,https://www.nmpa.gov.cn/xxgk/ggtg/ypggtg/ypqtggtg/index.html,https://www.cdr-adr.org.cn/drug_1/aqjs_1/drug_aqjs_jjkx/,新版 NMPA 站点没有独立的「药品不良反应信息通报」栏目页（多次检索未找到 index），通报现混排在本栏目中；因此本行与 cdr-adr 两行需要同时保留、互为备份。,nmpa-other-drug-announcements
四、药物安全：安全通告、药物警戒与药学期刊,安全通告与药物警戒,《Prescrire》国际版,Association Mieux Prescrire (France),en,FR,列表页,P2,暂无,1,完全独立于药企资助的新药评价（「不可接受 / 无新意 / 值得关注」分级）与年度黑榜,failed,failed,,https://english.prescrire.org/en/Summary.aspx,https://www.prescrire.org/en/,三次探测全部超时，未拿到任何响应——接入前必须换网络环境复测，不要按「站点已死」处理。,prescrire-international
四、药物安全：安全通告、药物警戒与药学期刊,安全通告与药物警戒,中国医院协会（药事专业委员会）,中国医院协会,zh,CN,列表页,P2,云端浏览器,1,医院药事管理相关的规范、评价标准与专业委员会活动,blocked,blocked,http-403,https://www.cha.org.cn/,,未找到独立可抓的药事专业委员会站点；协会主站即被拒。,china-hospital-association
三、审批监管：监管机构、医保与卫生技术评估,卫生技术评估、医保与准入,法国HAS 高等卫生管理局,Haute Autorité de Santé (France),multi,FR,列表页,P2,云端浏览器,5,法国药品透明度委员会（CT）评级 SMR/ASMR、临床指南与卫生技术评估,blocked,blocked,http-403,https://www.has-sante.fr/,,两条路径（根路径与 /jcms/j_5/en/accueil）均 403。,has-sante-france
五、研发产业：产业媒体、药企与试验注册,医药产业媒体（英文）,FirstWord Pharma,Doctor's Guide Publishing / FirstWord,en,UK,列表页,P2,直连,30,药企新闻聚合与分析简报（FirstWord Pharma / MedTech）,page-ok,page-ok,,https://www.firstwordpharma.com/,,首页 page-ok 但锚点仅 17、日期 1 个，条目疑似前端渲染，接入前需确认解析路径。,firstword-pharma
二、指南共识：循证机构与学会,循证机构与证据摘要,Cochrane 新闻,Cochrane Collaboration,en,INT,订阅源,P0,直连,4,Cochrane 组织公告、方法学更新、新证据合成项目与协作网动态,feed-ok,feed-ok,,https://www.cochrane.org/about-us/news/all/rss,https://www.cochrane.org/news/rss.xml,旧路径 https://www.cochrane.org/news/rss.xml 会 301 到 /about-us/news/all/rss，两者同一内容；本表用最终地址。,cochrane-news
二、指南共识：循证机构与学会,循证机构与证据摘要,Cochrane 证据摘要（新发表系统评价）,Cochrane Collaboration,en,INT,订阅源,P0,直连,12,新发表 Cochrane 系统评价的通俗版摘要（含 Key messages、证据确定性）,feed-ok,feed-ok,,https://www.cochrane.org/evidence/rss,https://www.cochrane.org/rss.xml,该 feed 的 item 没有 pubDate，抓取端需按 link/DOI 去重判新；全文在 cochranelibrary.com（Cloudflare，随 IP 可能挑战）。,cochrane-evidence-summaries
二、指南共识：循证机构与学会,循证机构与证据摘要,Cochrane 临床答案 Cochrane Clinical Answers,Cochrane Library / Wiley,en,INT,列表页,P2,海外中继,5,把 Cochrane 系统评价改写成「临床问题—可执行答案」的短条目，带发布日期,page-ok,blocked,cloudflare,https://www.cochranelibrary.com/cca,,2026-09-21 从本机直连未触发挑战，页面服务端渲染 25 条 /cca/doi/... 条目并带日期（最新 3 September 2026）；但同域在其他机房 IP 上出现过 Cloudflare 墙，抓取端要准备回退。,cochrane-clinical-answers
二、指南共识：循证机构与学会,循证机构与证据摘要,JBI（乔安娜布里格斯研究所）新闻,"JBI, The University of Adelaide",en,AU,列表页,P1,直连,2,JBI 证据合成方法学更新（如 scoping review 手册修订）、培训与学术动态,page-ok,page-ok,,https://jbi.global/news,,列表服务端渲染，条目为「月份＋标题＋摘要」，无精确日期（只有 September 2026 这种月粒度），去重按标题/链接。,jbi-news
二、指南共识：循证机构与学会,循证机构与证据摘要,Campbell 协作网,The Campbell Collaboration,en,INT,订阅源,P1,直连,1,社会与健康交叉领域的系统评价、证据与差距图（EGM）、方法学文章,feed-ok,feed-ok,,https://www.campbellcollaboration.org/feed/,,站点 WordPress，/news/ 已 404；首页 feed 有效但更新稀疏（探测时最新 2026-07-08，75 天前）。,campbell-collaboration
二、指南共识：循证机构与学会,循证机构与证据摘要,NIHR Evidence（英国国家卫生研究院证据摘要）,National Institute for Health and Care Research (UK),en,UK,订阅源,P2,直连,0,把 NIHR 资助研究翻译成面向临床与政策读者的通俗证据摘要（Alerts）,feed-ok,feed-ok,,https://evidence.nihr.ac.uk/feed/,https://evidence.nihr.ac.uk/,⚠ feed 返回 200/50 条但最新一条为 2025-07-22（426 天前），站点页面最新日期也只到 2025-09-30 —— 该栏目很可能已停更或迁移，接入前必须人工复核。,nihr-evidence
二、指南共识：循证机构与学会,循证机构与证据摘要,牛津循证医学中心 CEBM,"Centre for Evidence-Based Medicine, University of Oxford",en,UK,列表页,P1,直连,1,循证医学方法学评论、证据分级与研究质量的批判性文章,page-ok,page-ok,,https://www.cebm.ox.ac.uk/news,https://www.cebm.ox.ac.uk/news/views,Plone 站点，列表服务端渲染但日期稀疏（页面上可见 2026-03-26 等）；更新频率低。,cebm-oxford
二、指南共识：循证机构与学会,循证机构与证据摘要,EvidenceAlerts（McMaster PLUS 文献预警）,McMaster University Health Information Research Unit,en,CA,需登录,P2,暂无,40,McMaster PLUS 人工筛选＋临床医生评分的高质量新研究预警（按专科分发）,page-ok,page-ok,,https://www.evidencealerts.com/,https://www.evidencealerts.com/HitParade/ClinicalPredictionGuides,首页可达但正文预警需注册登录；Hit Parade 榜单页对匿名访客只给标题。不要尝试绕过登录。,evidencealerts-mcmaster
二、指南共识：循证机构与学会,指南与学会,英国NICE 已发布指南与质量标准,National Institute for Health and Care Excellence (UK),en,UK,列表页,P2,海外中继,12,NICE 全部新发布/更新的指南、技术评估(TA)、诊断技术与质量标准，带发布日期与更新日期,page-ok,blocked,http-403,https://www.nice.org.uk/guidance/published,https://www.nice.org.uk/guidance/indevelopment | https://www.nice.org.uk/guidance/terminated,⚠ 两个坑：(1) NICE 的 RSS 已下线，/guidance/published?format=rss 返回 403「Temporary Service Interruption」；(2) 任何带查询串的请求（含 ?ps=25 这类它自己的分页参数）都被 WAF 判 403 —— 抓取端只能请求裸路径。裸路径是服务端渲染的表格，按发布日期倒序，探测当天首行 2026-09-17。,nice-published-guidance
二、指南共识：循证机构与学会,指南与学会,英国NICE 征求意见中的指南,National Institute for Health and Care Excellence (UK),en,UK,列表页,P2,海外中继,5,进入公开征求意见阶段的指南草案与技术评估，含意见截止日期,page-ok,blocked,http-403,https://www.nice.org.uk/guidance/inconsultation,,与 published 同一模板（服务端渲染表格）；同样不能带查询串。,nice-in-consultation
二、指南共识：循证机构与学会,指南与学会,英国NICE 新闻,National Institute for Health and Care Excellence (UK),en,UK,列表页,P2,海外中继,4,NICE 新闻稿：新药推荐/否决、政策与方法学变动,page-ok,blocked,http-403,https://www.nice.org.uk/news/articles,,/news/rss 已 404（RSS 全面下线）；本页服务端渲染，带日期。,nice-news-05
二、指南共识：循证机构与学会,指南与学会,USPSTF 制订中的推荐,U.S. Preventive Services Task Force,en,US,列表页,P1,直连,1,按三个阶段（研究计划定稿/草案撰写/推荐定稿）列出在研主题,page-ok,page-ok,,https://www.uspreventiveservicestaskforce.org/uspstf/recommendation-topics/recommendations-in-progress,https://www.uspreventiveservicestaskforce.org/uspstf/public-comments-and-nominations/opportunity-for-public-comment,主题名在 HTML 的 bucket 容器里（JS 只负责切换显示），服务端可解析；无日期，按主题集合做差分。,uspstf-in-progress
二、指南共识：循证机构与学会,指南与学会,WHO 出版物（含指南）OData 接口,World Health Organization,en,INT,开放接口,P0,直连,15,WHO 全部新出版物（指南、技术报告、立场文件、周报 WER），带标题与发布时间,api-ok,api-ok,,https://www.who.int/api/hubs/publications?$orderby=PublicationDateAndTime%20desc&$top=20,"https://www.who.int/api/hubs/publications?$filter=contains(Title,'guideline')&$orderby=PublicationDateAndTime%20desc&$top=20",字段：Title / PublicationDateAndTime / FormatedDate / ItemDefaultUrl（拼到 https://www.who.int 即正文）。探测当天最新 2026-09-17。指南需按标题或 tag 过滤；IRIS 的 DSpace API（iris.who.int/server/api/...）对本机 403，勿依赖。,who-publications-api
二、指南共识：循证机构与学会,指南与学会,WHO 新闻 OData 接口,World Health Organization,en,INT,开放接口,P0,直连,10,WHO 新闻稿、疾病暴发新闻(DON)、声明,api-ok,api-ok,,https://www.who.int/api/news/newsitems?$orderby=PublicationDateAndTime%20desc&$top=20,,⚠ WHO 的官方 RSS https://www.who.int/rss-feeds/news-english.xml 仍返回 200 但最新一条停在 2026-02-25（207 天前），已死；必须改用本 OData 接口。,who-news-api
二、指南共识：循证机构与学会,指南与学会,苏格兰 SIGN 指南,Scottish Intercollegiate Guidelines Network,en,UK,列表页,P1,直连,1,SIGN 全部现行指南表格：编号、标题、专题、发布年份（另有 Proposed/Archived 分页）,page-ok,page-ok,,https://www.sign.ac.uk/guidelines/,,/our-guidelines/ 会 301 到 /guidelines/；/news/ 已 404。表格服务端渲染，只精确到年份，按编号集合做差分。,sign-guidelines
二、指南共识：循证机构与学会,指南与学会,国际指南协作网 GIN,Guidelines International Network,en,INT,订阅源,P0,直连,2,指南制订方法学、GIN 大会与工作组动态、指南标准（如 GIN-McMaster 工具）更新,feed-ok,feed-ok,,https://g-i-n.net/feed,,WordPress 站点，首页 <link> 广播该 feed；探测当天最新 2026-09-18。,gin-network
二、指南共识：循证机构与学会,指南与学会,ECRI 指南信托 ECRI Guidelines Trust,ECRI,en,US,列表页,P2,直连,0,美国 AHRQ NGC 停运后的接棒者，收录并评级各学会指南（TRUST Scorecard）,page-ok,page-ok,,https://guidelines.ecri.org/,,⚠ 2026-09-21 探测：guidelines.ecri.org 302 到 home.ecri.org/pages/ecri-guidelines-trust-unavailable，页面写明「temporarily unavailable while we review and transition the platform」—— 服务当前不可用，此行只作占位与提醒。,ecri-guidelines-trust
二、指南共识：循证机构与学会,指南与学会,美国心脏病学会 ACC 指南与临床政策,American College of Cardiology,en,US,列表页,P1,直连,3,ACC/AHA 指南、专家共识决策路径(ECDP)、临床政策及其要点速览,page-ok,page-ok,,https://www.acc.org/Guidelines,https://www.acc.org/Latest-in-Cardiology,页面服务端渲染，含大量日期（探测当天 169 处）；ACC 无可用 RSS（/rss/* 均 404）。,acc-guidelines
二、指南共识：循证机构与学会,指南与学会,美国心脏协会 AHA 新闻室,American Heart Association,en,US,订阅源,P0,直连,8,AHA 新闻稿：新指南/科学声明发布、重大试验结果、学会立场,feed-ok,feed-ok,,https://newsroom.heart.org/rss.xml,https://newsroom.heart.org/cats/advisories_comments.xml | https://newsroom.heart.org/cats/heart_news.xml,专业站 professional.heart.org（指南与声明全文）对本机 403（Cloudflare），所以用新闻室 feed 作入口；探测当天最新 2026-09-20。,aha-newsroom
二、指南共识：循证机构与学会,指南与学会,欧洲心脏病学会 ESC 临床指南,European Society of Cardiology,en,EU,列表页,P1,直连,1,ESC 现行临床实践指南全目录（含年份、专题、配套 Pocket Guidelines）,page-ok,page-ok,,https://www.escardio.org/Guidelines/Clinical-Practice-Guidelines,https://www.escardio.org/Guidelines,服务端渲染，列表完整；ESC 每年 8 月年会集中发布新指南，平时低频。,esc-guidelines
二、指南共识：循证机构与学会,指南与学会,欧洲心脏病学会 ESC 新闻稿,European Society of Cardiology,en,EU,列表页,P1,直连,3,ESC 年会重磅试验、新指南发布的官方新闻稿,page-ok,page-ok,,https://www.escardio.org/news/press/press-releases/,,旧路径 /The-ESC/Press-Office/Press-releases 会 301 到本地址。,esc-press-releases
二、指南共识：循证机构与学会,指南与学会,美国糖尿病协会 ADA 新闻室,American Diabetes Association,en,US,列表页,P1,直连,2,ADA 官方新闻：年度《Standards of Care》发布与季度更新、立场声明、年会要闻,page-ok,page-ok,,https://diabetes.org/about-us/newsroom,,指南正文在期刊侧，本行只负责「发布事件」。,ada-newsroom
二、指南共识：循证机构与学会,指南与学会,欧洲糖尿病研究协会 EASD,European Association for the Study of Diabetes,en,EU,列表页,P2,云端浏览器,1,EASD 学会新闻与 EASD/ADA 联合共识声明发布,blocked,blocked,http-403,https://www.easd.org/news.html,https://www.easd.org/,⚠ 整站对本机返回裸 403（连首页也是，非 Cloudflare 挑战页，疑为地域/机房 IP 屏蔽），无可用端点。,easd-news
二、指南共识：循证机构与学会,指南与学会,ASCO 指南播客（新指南发布同步）,American Society of Clinical Oncology,en,US,订阅源,P1,直连,2,每部新发布/更新的 ASCO 指南一集，标题即指南名，show notes 含要点与 DOI 链接,feed-ok,feed-ok,,https://rss.libsyn.com/shows/115284/destinations/654501.xml,,feed 地址由 iTunes Search API 反查 libsyn 得到；探测当天 431 集、最新 2026-08-26。正文仍在 ascopubs（Cloudflare 403），只取元数据。,asco-guidelines-podcast
二、指南共识：循证机构与学会,指南与学会,欧洲肿瘤内科学会 ESMO 指南,European Society for Medical Oncology,en,EU,列表页,P2,云端浏览器,1,ESMO 临床实践指南、Living Guidelines 与 eUpdate（含更新日期）,failed,failed,,https://www.esmo.org/guidelines,,⚠ 页面 HTTP 200 但正文由脚本加载：直连拿到的 HTML 里写着「No results found」，指南条目不在初始 HTML 中（verifier 只数到 5 个锚点）。必须云浏览器或找到其内部 XHR 接口。,esmo-guidelines
二、指南共识：循证机构与学会,指南与学会,NCCN 肿瘤临床实践指南（版本列表）,National Comprehensive Cancer Network,en,US,列表页,P1,直连,5,按瘤种列出每部 NCCN 指南的当前版本号（如 Breast Cancer Version: 6.2026）,page-ok,page-ok,,https://www.nccn.org/guidelines/category_1,https://www.nccn.org/guidelines/category_3,列表服务端渲染（瘤种＋版本号，无日期）——抓取端存版本号做差分即可。/guidelines/recently-published-guidelines 等旧路径均 404。,nccn-guidelines-versions
二、指南共识：循证机构与学会,指南与学会,美国感染病学会 IDSA 实践指南,Infectious Diseases Society of America,en,US,列表页,P1,直连,1,IDSA 全部实践指南 A–Z 列表（125 条，含年份与「AMR Guidance」这类活文档）,page-ok,page-ok,,https://www.idsociety.org/practice-guideline/all-practice-guidelines/,https://www.idsociety.org/practice-guideline/practice-guidelines/,主入口 /practice-guideline/practice-guidelines/ 的列表是脚本加载的（直连 HTML 只有 Loading…），改用其「View Alphabetical List」页，该页服务端渲染 125 条链接。,idsa-guidelines
二、指南共识：循证机构与学会,指南与学会,美国胸科学会 ATS 官方文件,American Thoracic Society,en,US,列表页,P2,直连,0,ATS 官方文件（指南/声明/技术标准）的制订与发布规则说明页，页面本身不含文件清单,page-ok,page-ok,,https://site.thoracic.org/about-us/news/official-ats-documents,https://www.thoracic.org/statements/index.php,⚠ 复核后更正：www.thoracic.org/statements/ 与 /statements/index.php 都 301 到这张「Official ATS Documents」页，而该页只讲文件制订与发布政策，正文末尾明说「已发表 ATS 文件的清单在 ATS Journals 站」。ATS 期刊平台 2026 年已迁至 academic.oup.com/atsjournals，对本机 Cloudflare 403 —— 因此 ATS 目前没有可轮询的文件清单。,ats-official-documents
二、指南共识：循证机构与学会,指南与学会,欧洲呼吸学会 ERS 指南,European Respiratory Society,en,EU,列表页,P2,直连,1,ERS 官方指南、声明与技术标准（含与 ATS 的联合文件）,page-ok,page-ok,,https://channel.ersnet.org/channel-25-guidelines/,,⚠ www.ersnet.org/guidelines/ 301 到 channel.ersnet.org 的点播平台；直连返回的 HTML 提示「CDN Connection Issue」，条目由前端从 CDN 拉取，初始 HTML 里没有指南列表。,ers-guidelines
二、指南共识：循证机构与学会,指南与学会,GOLD 慢阻肺全球倡议,Global Initiative for Chronic Obstructive Lung Disease,en,INT,订阅源,P0,直连,1,GOLD 年度报告（每年 11 月更新）、口袋版、教学材料与翻译版发布,feed-ok,feed-ok,,https://goldcopd.org/feed/,https://goldcopd.org/2026-gold-report/,WordPress feed；探测当天最新 2026-08-24。,gold-copd
二、指南共识：循证机构与学会,指南与学会,GINA 哮喘全球倡议,Global Initiative for Asthma,en,INT,订阅源,P2,海外中继,1,GINA 年度报告（每年 5 月）与中期更新、口袋指南,feed-ok,blocked,cloudflare,https://ginasthma.org/feed/,https://ginasthma.org/reports/,WordPress feed；探测当天最新 2026-07-21（低频属正常）。,gina-asthma
二、指南共识：循证机构与学会,指南与学会,KDIGO 肾脏病改善全球预后,Kidney Disease: Improving Global Outcomes,en,INT,列表页,P1,直连,1,KDIGO 各专题指南的当前版本与在研指南（CKD、AKI、ADPKD、肾移植等）,page-ok,page-ok,,https://kdigo.org/guidelines/,https://kdigo.org/conferences/,专题链接列表，无逐条日期；按链接集合与页面文案做差分。,kdigo-guidelines
二、指南共识：循证机构与学会,指南与学会,美国肝病研究学会 AASLD 实践指南,American Association for the Study of Liver Diseases,en,US,列表页,P1,直连,1,AASLD 实践指南与 practice guidance（乙肝、丙肝、HCC、肝硬化并发症等）,page-ok,page-ok,,https://www.aasld.org/practice-guidelines,,页面为链接列表，无逐条日期；全文多在 Hepatology 期刊侧。,aasld-practice-guidelines
二、指南共识：循证机构与学会,指南与学会,欧洲肝病学会 EASL 临床实践指南,European Association for the Study of the Liver,en,EU,订阅源,P1,直连,0,EASL 临床实践指南分类的 WordPress feed（每部指南一条，含摘要与全文链接）,feed-ok,feed-ok,,https://easl.eu/publication-category/clinical-practice-guidelines/feed/,https://easl.eu/feed/,分类 feed 有效但低频（探测当天最新 2025-12-15，280 天前）；若要更全的学会动态用 https://easl.eu/feed/。/publications/clinical-practice-guidelines/ 这类旧路径已 404。,easl-clinical-practice-guidelines
二、指南共识：循证机构与学会,指南与学会,美国胃肠病协会 AGA,American Gastroenterological Association,en,US,订阅源,P2,海外中继,5,AGA 新闻与临床指南/临床实践更新(CPU)发布,feed-ok,blocked,cloudflare,https://gastro.org/feed/,https://gastro.org/clinical-guidance/,WordPress feed，探测当天最新 2026-09-17；指南专页 /clinical-guidance/ 服务端渲染（57 处日期）可作补充。,aga-clinical-guidance
二、指南共识：循证机构与学会,指南与学会,美国胃肠病学院 ACG 指南,American College of Gastroenterology,en,US,订阅源,P2,海外中继,4,ACG 临床指南发布与学会动态,feed-ok,blocked,cloudflare,https://gi.org/feed/,https://gi.org/guidelines/,WordPress feed，探测当天最新 2026-09-18；/guidelines/ 页面服务端渲染 302 个锚点可作全量对照。,acg-guidelines
二、指南共识：循证机构与学会,指南与学会,美国风湿病学会 ACR 临床实践指南,American College of Rheumatology,en,US,列表页,P1,直连,1,ACR 各病种指南入口（痛风、狼疮、RA、JIA、骨关节炎、围手术期管理等）,page-ok,page-ok,,https://rheumatology.org/clinical-practice-guidelines,,verifier 判 failed 是因为它的锚点启发式要求链接文字≥6 字符，而这里的标题是 Gout/Lupus 这种短词；实际 /xxx-guideline 链接确在服务端 HTML 中（探测当天 36 条），可正常解析。,acr-guidelines
二、指南共识：循证机构与学会,指南与学会,欧洲抗风湿病联盟 EULAR 推荐,European Alliance of Associations for Rheumatology,en,EU,列表页,P1,直连,1,EULAR 管理类推荐全表：作者、标题、出处、发表日期、全文链接（可追溯到 2011 年）,page-ok,page-ok,,https://www.eular.org/recommendations-management,https://www.eular.org/recommendations-eular-acr | https://www.eular.org/lay-recommendations,表格服务端渲染，日期密集（探测当天 88 处）；/recommendations 旧路径 404。,eular-recommendations
二、指南共识：循证机构与学会,指南与学会,美国内分泌学会 临床实践指南,Endocrine Society,en,US,列表页,P1,直连,1,内分泌学会指南全目录与新发布指南（骨质疏松、甲状腺、肥胖、性腺等）,page-ok,page-ok,,https://www.endocrine.org/clinical-practice-guidelines,,服务端渲染，190 个锚点；逐条日期少，按链接集合差分。,endocrine-society-guidelines
